past_month,stock,txn_date,close
2021-06,HDFCBANK.NS.csv,2021-07-01,1486.75
2021-06,SUNPHARMA.NS.csv,2021-07-01,684.1500244140625
2021-06,BHARTIARTL.NS.csv,2021-07-01,522.6500244140625
2021-06,ITC.NS.csv,2021-07-01,203.0
2021-06,INDUSINDBK.NS.csv,2021-07-01,1007.7000122070312
2021-06,ICICIBANK.NS.csv,2021-07-01,630.8499755859375
2021-06,LT.NS.csv,2021-07-01,1492.300048828125
2021-06,SBIN.NS.csv,2021-07-01,420.3999938964844
2021-06,M&M.NS.csv,2021-07-01,779.4500122070312
2021-06,NESTLEIND.NS.csv,2021-07-01,17646.19921875
2021-06,RELIANCE.NS.csv,2021-07-01,2097.949951171875
2021-06,KOTAKBANK.NS.csv,2021-07-01,1716.0999755859375
2021-06,HDFC.NS.csv,2021-07-01,2459.39990234375
2021-07,POWERGRID.NS.csv,2021-08-01,174.4499969482422
2021-07,AXISBANK.NS.csv,2021-08-01,738.5999755859375
2021-07,TITAN.NS.csv,2021-08-01,1840.199951171875
2021-07,TATAMOTORS.NS.csv,2021-08-01,303.70001220703125
2021-07,M&M.NS.csv,2021-08-01,770.8499755859375
2021-07,INDUSINDBK.NS.csv,2021-08-01,1022.0499877929688
2021-07,HDFC.NS.csv,2021-08-01,2554.64990234375
2021-07,RELIANCE.NS.csv,2021-08-01,2087.75
2021-07,KOTAKBANK.NS.csv,2021-08-01,1685.6500244140625
2021-07,HDFCBANK.NS.csv,2021-08-01,1434.699951171875
2021-07,TCS.NS.csv,2021-08-01,3284.89990234375
2021-07,HINDUNILVR.NS.csv,2021-08-01,2386.85009765625
2021-07,MARUTI.NS.csv,2021-08-01,7199.39990234375
2021-08,TATASTEEL.NS.csv,2021-09-01,141.1199951171875
2021-08,NTPC.NS.csv,2021-09-01,115.4000015258789
2021-08,ITC.NS.csv,2021-09-01,209.5
2021-08,SUNPHARMA.NS.csv,2021-09-01,788.5
2021-08,TATAMOTORS.NS.csv,2021-09-01,295.25
2021-08,KOTAKBANK.NS.csv,2021-09-01,1746.6500244140625
2021-08,INDUSINDBK.NS.csv,2021-09-01,998.75
2021-08,SBIN.NS.csv,2021-09-01,429.8999938964844
2021-08,ULTRACEMCO.NS.csv,2021-09-01,7766.9501953125
2021-08,MARUTI.NS.csv,2021-09-01,6784.89990234375
2021-09,HDFC.NS.csv,2021-10-01,2711.64990234375
2021-09,ICICIBANK.NS.csv,2021-10-01,692.3499755859375
2021-09,AXISBANK.NS.csv,2021-10-01,768.1500244140625
2021-09,WIPRO.NS.csv,2021-10-01,636.25
2021-09,TATASTEEL.NS.csv,2021-10-01,129.78500366210938
2021-09,HINDUNILVR.NS.csv,2021-10-01,2704.050048828125
2021-09,ULTRACEMCO.NS.csv,2021-10-01,7483.5498046875
2021-09,NESTLEIND.NS.csv,2021-10-01,19549.94921875
2021-10,POWERGRID.NS.csv,2021-11-01,187.75
2021-10,ITC.NS.csv,2021-11-01,226.8500061035156
2021-10,NTPC.NS.csv,2021-11-01,134.3000030517578
2021-10,SUNPHARMA.NS.csv,2021-11-01,811.7999877929688
2021-10,ULTRACEMCO.NS.csv,2021-11-01,7775.10009765625
2021-10,BAJFINANCE.NS.csv,2021-11-01,7413.9501953125
2021-10,HCLTECH.NS.csv,2021-11-01,1189.199951171875
2021-10,ASIANPAINT.NS.csv,2021-11-01,3121.800048828125
2021-10,HINDUNILVR.NS.csv,2021-11-01,2407.10009765625
2021-10,NESTLEIND.NS.csv,2021-11-01,18939.599609375
2021-10,TCS.NS.csv,2021-11-01,3476.39990234375
2021-11,ITC.NS.csv,2021-12-01,221.8999938964844
2021-11,M&M.NS.csv,2021-12-01,834.7000122070312
2021-11,NTPC.NS.csv,2021-12-01,127.6999969482422
2021-11,TCS.NS.csv,2021-12-01,3577.800048828125
2021-11,TATAMOTORS.NS.csv,2021-12-01,475.25
2021-11,WIPRO.NS.csv,2021-12-01,634.7999877929688
2021-11,TATASTEEL.NS.csv,2021-12-01,108.25499725341795
2021-11,SUNPHARMA.NS.csv,2021-12-01,745.3499755859375
2021-11,SBIN.NS.csv,2021-12-01,475.2999877929688
2021-11,HCLTECH.NS.csv,2021-12-01,1156.699951171875
2021-11,ICICIBANK.NS.csv,2021-12-01,727.7000122070312
2021-11,LT.NS.csv,2021-12-01,1786.0
2021-11,BAJAJFINSV.NS.csv,2021-12-01,1738.2950439453125
2021-11,HINDUNILVR.NS.csv,2021-12-01,2344.85009765625
2021-11,KOTAKBANK.NS.csv,2021-12-01,1953.3499755859373
2021-11,AXISBANK.NS.csv,2021-12-01,679.5999755859375
2021-11,HDFCBANK.NS.csv,2021-12-01,1504.6500244140625
2021-11,TITAN.NS.csv,2021-12-01,2360.199951171875
2021-11,RELIANCE.NS.csv,2021-12-01,2467.0
2021-11,HDFC.NS.csv,2021-12-01,2703.64990234375
2021-11,MARUTI.NS.csv,2021-12-01,7273.25
2021-11,INDUSINDBK.NS.csv,2021-12-01,933.6500244140624
2021-11,ULTRACEMCO.NS.csv,2021-12-01,7322.60009765625
2021-11,BAJFINANCE.NS.csv,2021-12-01,7038.7001953125
2021-12,POWERGRID.NS.csv,2022-01-01,205.0
2021-12,TATASTEEL.NS.csv,2022-01-01,114.24500274658205
2021-12,NTPC.NS.csv,2022-01-01,126.0
2021-12,ITC.NS.csv,2022-01-01,219.1000061035156
2021-12,TATAMOTORS.NS.csv,2022-01-01,497.6000061035156
2021-12,AXISBANK.NS.csv,2022-01-01,696.3499755859375
2021-12,M&M.NS.csv,2022-01-01,829.7999877929688
2021-12,SBIN.NS.csv,2022-01-01,470.7999877929688
2021-12,HINDUNILVR.NS.csv,2022-01-01,2361.300048828125
2021-12,BHARTIARTL.NS.csv,2022-01-01,691.2999877929688
2021-12,RELIANCE.NS.csv,2022-01-01,2403.85009765625
2021-12,HDFCBANK.NS.csv,2022-01-01,1519.6500244140625
2021-12,INDUSINDBK.NS.csv,2022-01-01,912.2999877929688
2021-12,BAJAJFINSV.NS.csv,2022-01-01,1698.1300048828125
2021-12,KOTAKBANK.NS.csv,2022-01-01,1824.449951171875
2021-12,HDFC.NS.csv,2022-01-01,2636.39990234375
2021-12,BAJFINANCE.NS.csv,2022-01-01,7219.60009765625
2022-01,ITC.NS.csv,2022-02-01,227.75
2022-01,TATASTEEL.NS.csv,2022-02-01,116.73500061035156
2022-01,LT.NS.csv,2022-02-01,1990.5
2022-01,KOTAKBANK.NS.csv,2022-02-01,1882.300048828125
2022-01,SUNPHARMA.NS.csv,2022-02-01,891.75
2022-01,INDUSINDBK.NS.csv,2022-02-01,922.2999877929688
2022-01,RELIANCE.NS.csv,2022-02-01,2378.699951171875
2022-01,HDFCBANK.NS.csv,2022-02-01,1497.0
2022-01,TCS.NS.csv,2022-02-01,3800.64990234375
2022-01,HINDUNILVR.NS.csv,2022-02-01,2305.64990234375
2022-01,HDFC.NS.csv,2022-02-01,2565.35009765625
2022-01,INFY.NS.csv,2022-02-01,1772.050048828125
2022-01,WIPRO.NS.csv,2022-02-01,576.6500244140625
2022-01,BAJAJFINSV.NS.csv,2022-02-01,1590.385009765625
2022-01,TITAN.NS.csv,2022-02-01,2431.800048828125
2022-01,HCLTECH.NS.csv,2022-02-01,1132.800048828125
2022-01,TECHM.NS.csv,2022-02-01,1505.75
2022-01,ASIANPAINT.NS.csv,2022-02-01,3196.25
2022-01,ULTRACEMCO.NS.csv,2022-02-01,7516.25
2022-01,BAJFINANCE.NS.csv,2022-02-01,7014.60009765625
2022-01,NESTLEIND.NS.csv,2022-02-01,18671.69921875
2022-02,TATASTEEL.NS.csv,2022-03-01,130.3300018310547
2022-02,NTPC.NS.csv,2022-03-01,132.10000610351562
2022-02,RELIANCE.NS.csv,2022-03-01,2378.300048828125
2022-02,POWERGRID.NS.csv,2022-03-01,217.8500061035156
2022-02,WIPRO.NS.csv,2022-03-01,569.5499877929688
2022-02,ITC.NS.csv,2022-03-01,219.3999938964844
2022-02,HCLTECH.NS.csv,2022-03-01,1139.699951171875
2022-02,INDUSINDBK.NS.csv,2022-03-01,912.25
2022-02,ASIANPAINT.NS.csv,2022-03-01,2871.89990234375
2022-02,BHARTIARTL.NS.csv,2022-03-01,672.0499877929688
2022-02,BAJAJFINSV.NS.csv,2022-03-01,1570.4100341796875
2022-02,M&M.NS.csv,2022-03-01,762.0499877929688
2022-02,AXISBANK.NS.csv,2022-03-01,737.6500244140625
2022-02,HDFCBANK.NS.csv,2022-03-01,1371.0
2022-02,TATAMOTORS.NS.csv,2022-03-01,437.1000061035156
2022-02,INFY.NS.csv,2022-03-01,1720.8499755859375
2022-02,KOTAKBANK.NS.csv,2022-03-01,1792.25
2022-02,SBIN.NS.csv,2022-03-01,467.3999938964844
2022-02,SUNPHARMA.NS.csv,2022-03-01,820.9000244140625
2022-02,TECHM.NS.csv,2022-03-01,1426.6500244140625
2022-02,ICICIBANK.NS.csv,2022-03-01,698.2999877929688
2022-02,HINDUNILVR.NS.csv,2022-03-01,2091.0
2022-02,HDFC.NS.csv,2022-03-01,2273.0
2022-02,LT.NS.csv,2022-03-01,1752.300048828125
2022-02,BAJFINANCE.NS.csv,2022-03-01,6748.35009765625
2022-02,MARUTI.NS.csv,2022-03-01,7595.5498046875
2022-02,TCS.NS.csv,2022-03-01,3544.39990234375
2022-02,NESTLEIND.NS.csv,2022-03-01,17436.5
2022-02,ULTRACEMCO.NS.csv,2022-03-01,5980.7001953125
2022-03,POWERGRID.NS.csv,2022-04-01,225.0500030517578
2022-03,KOTAKBANK.NS.csv,2022-04-01,1776.6500244140625
2022-03,HINDUNILVR.NS.csv,2022-04-01,2078.14990234375
2022-03,NESTLEIND.NS.csv,2022-04-01,17557.19921875
2022-04,POWERGRID.NS.csv,2022-05-01,237.6000061035156
2022-04,INDUSINDBK.NS.csv,2022-05-01,978.2999877929688
2022-04,SUNPHARMA.NS.csv,2022-05-01,900.9000244140624
2022-04,TATASTEEL.NS.csv,2022-05-01,126.13500213623048
2022-04,SBIN.NS.csv,2022-05-01,479.6499938964844
2022-04,TATAMOTORS.NS.csv,2022-05-01,423.5
2022-04,AXISBANK.NS.csv,2022-05-01,707.2000122070312
2022-04,BHARTIARTL.NS.csv,2022-05-01,722.4000244140625
2022-04,TITAN.NS.csv,2022-05-01,2289.949951171875
2022-04,KOTAKBANK.NS.csv,2022-05-01,1775.5999755859375
2022-04,WIPRO.NS.csv,2022-05-01,491.75
2022-04,HCLTECH.NS.csv,2022-05-01,1044.949951171875
2022-04,ULTRACEMCO.NS.csv,2022-05-01,6521.9501953125
2022-04,LT.NS.csv,2022-05-01,1633.949951171875
2022-04,BAJAJFINSV.NS.csv,2022-05-01,1432.2449951171875
2022-04,TCS.NS.csv,2022-05-01,3479.75
2022-04,HDFCBANK.NS.csv,2022-05-01,1356.0
2022-04,TECHM.NS.csv,2022-05-01,1212.800048828125
2022-04,INFY.NS.csv,2022-05-01,1535.550048828125
2022-04,HDFC.NS.csv,2022-05-01,2206.949951171875
2022-04,BAJFINANCE.NS.csv,2022-05-01,6339.75
2022-05,NTPC.NS.csv,2022-06-01,156.8000030517578
2022-05,LT.NS.csv,2022-06-01,1648.0
2022-05,AXISBANK.NS.csv,2022-06-01,686.0499877929688
2022-05,POWERGRID.NS.csv,2022-06-01,229.1999969482422
2022-05,SBIN.NS.csv,2022-06-01,468.2999877929688
2022-05,TATASTEEL.NS.csv,2022-06-01,106.3550033569336
2022-05,WIPRO.NS.csv,2022-06-01,470.75
2022-05,INDUSINDBK.NS.csv,2022-06-01,928.3499755859376
2022-05,BHARTIARTL.NS.csv,2022-06-01,694.6500244140625
2022-05,HCLTECH.NS.csv,2022-06-01,1017.9000244140624
2022-05,TITAN.NS.csv,2022-06-01,2197.60009765625
2022-05,INFY.NS.csv,2022-06-01,1478.550048828125
2022-05,TECHM.NS.csv,2022-06-01,1146.5999755859375
2022-05,BAJAJFINSV.NS.csv,2022-06-01,1259.6600341796875
2022-05,ASIANPAINT.NS.csv,2022-06-01,2852.5
2022-05,TCS.NS.csv,2022-06-01,3355.199951171875
2022-05,BAJFINANCE.NS.csv,2022-06-01,6010.14990234375
2022-05,ULTRACEMCO.NS.csv,2022-06-01,5975.64990234375
2022-06,ITC.NS.csv,2022-07-01,284.3500061035156
2022-06,SBIN.NS.csv,2022-07-01,466.8500061035156
2022-06,BHARTIARTL.NS.csv,2022-07-01,673.4500122070312
2022-06,POWERGRID.NS.csv,2022-07-01,206.5
2022-06,NTPC.NS.csv,2022-07-01,140.64999389648438
2022-06,TATASTEEL.NS.csv,2022-07-01,87.28500366210938
2022-06,SUNPHARMA.NS.csv,2022-07-01,829.25
2022-06,TATAMOTORS.NS.csv,2022-07-01,412.7000122070313
2022-06,HDFCBANK.NS.csv,2022-07-01,1353.75
2022-06,ICICIBANK.NS.csv,2022-07-01,703.9000244140625
2022-06,AXISBANK.NS.csv,2022-07-01,643.9500122070312
2022-06,INFY.NS.csv,2022-07-01,1479.4000244140625
