"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"01-Jun-2023","EQ","7,024.00","7,057.30","6,951.10","6,989.85","7,036.00","7,040.50","7,018.78","7,778.00","5,220.00","590,026","4,141,264,175.60","62,328"
"31-May-2023","EQ","7,004.90","7,026.00","6,927.30","7,005.80","6,975.10","6,989.85","6,985.08","7,778.00","5,220.00","2,147,627","15,001,337,513.75","83,551"
"30-May-2023","EQ","6,948.00","7,018.75","6,930.05","6,932.05","6,998.00","7,005.80","6,976.62","7,778.00","5,220.00","881,923","6,152,838,800.10","73,572"
"29-May-2023","EQ","6,940.20","6,971.90","6,901.80","6,904.50","6,931.05","6,932.05","6,939.91","7,778.00","5,220.00","640,728","4,446,592,832.70","56,332"
"26-May-2023","EQ","6,846.60","6,920.00","6,841.20","6,841.15","6,891.20","6,904.50","6,895.43","7,778.00","5,220.00","694,073","4,785,932,555.90","81,220"
"25-May-2023","EQ","6,778.00","6,848.00","6,746.10","6,785.95","6,835.00","6,841.15","6,793.48","7,778.00","5,220.00","530,260","3,602,308,057.65","44,634"
"24-May-2023","EQ","6,769.00","6,848.55","6,729.75","6,780.55","6,793.50","6,785.95","6,803.33","7,778.00","5,220.00","553,936","3,768,611,623.85","62,497"
"23-May-2023","EQ","6,810.05","6,873.95","6,757.10","6,793.05","6,770.10","6,780.55","6,829.46","7,778.00","5,220.00","790,196","5,396,615,666.45","82,417"
"22-May-2023","EQ","6,784.20","6,818.00","6,761.90","6,784.20","6,797.00","6,793.05","6,788.68","7,778.00","5,220.00","419,792","2,849,832,482.80","44,242"
"19-May-2023","EQ","6,800.00","6,820.00","6,712.00","6,789.40","6,780.20","6,784.20","6,774.65","7,778.00","5,220.00","592,834","4,016,243,483.85","63,383"
"18-May-2023","EQ","6,759.80","6,830.65","6,745.15","6,705.05","6,790.00","6,789.40","6,799.03","7,778.00","5,220.00","1,106,718","7,524,605,256.15","104,882"
"17-May-2023","EQ","6,785.00","6,810.45","6,662.00","6,784.60","6,719.00","6,705.05","6,721.92","7,778.00","5,220.00","740,785","4,979,496,481.85","70,839"
"16-May-2023","EQ","6,720.00","6,849.00","6,700.00","6,712.30","6,778.00","6,784.60","6,798.70","7,778.00","5,220.00","1,265,133","8,601,257,499.20","118,462"
