"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"01-Jun-2023","EQ","1,148.00","1,155.15","1,137.65","1,145.10","1,140.85","1,141.90","1,144.37","1,156.65","877.35","1,445,692","1,654,411,967.75","82,196"
"31-May-2023","EQ","1,134.80","1,153.35","1,132.10","1,135.85","1,144.00","1,145.10","1,145.58","1,156.65","877.35","5,967,930","6,836,737,975.45","133,776"
"30-May-2023","EQ","1,129.00","1,144.00","1,128.05","1,126.20","1,135.00","1,135.85","1,137.70","1,156.65","877.35","1,983,735","2,256,904,373.10","106,415"
"29-May-2023","EQ","1,146.00","1,147.95","1,124.40","1,139.20","1,127.80","1,126.20","1,131.15","1,156.65","877.35","1,288,914","1,457,953,796.90","62,890"
"26-May-2023","EQ","1,115.00","1,140.35","1,114.00","1,116.00","1,138.00","1,139.20","1,133.77","1,156.65","877.35","1,635,167","1,853,897,610.15","85,626"
"25-May-2023","EQ","1,109.20","1,118.25","1,103.05","1,111.95","1,116.90","1,116.00","1,112.59","1,156.65","877.35","1,124,803","1,251,442,829.80","52,223"
"24-May-2023","EQ","1,099.05","1,115.00","1,098.00","1,107.35","1,109.15","1,111.95","1,109.86","1,156.65","877.35","1,302,744","1,445,866,136.65","55,272"
"23-May-2023","EQ","1,120.00","1,131.35","1,104.00","1,119.85","1,105.00","1,107.35","1,120.40","1,156.65","877.35","2,138,096","2,395,512,529.25","104,026"
"22-May-2023","EQ","1,095.35","1,121.90","1,088.95","1,095.35","1,119.50","1,119.85","1,111.68","1,156.65","877.35","1,864,932","2,073,206,300.20","75,538"
"19-May-2023","EQ","1,088.60","1,104.00","1,082.45","1,079.90","1,094.00","1,095.35","1,096.99","1,156.65","877.35","1,984,436","2,176,913,033.20","63,515"
"18-May-2023","EQ","1,081.95","1,085.00","1,073.00","1,074.55","1,080.75","1,079.90","1,079.37","1,156.65","877.35","1,515,743","1,636,042,687.30","60,625"
"17-May-2023","EQ","1,090.50","1,093.95","1,062.70","1,090.70","1,075.95","1,074.55","1,073.08","1,156.65","877.35","3,602,382","3,865,647,209.30","115,827"
"16-May-2023","EQ","1,100.20","1,105.30","1,088.10","1,099.75","1,089.70","1,090.70","1,097.44","1,156.65","877.35","1,166,324","1,279,973,836.95","53,041"
"15-May-2023","EQ","1,098.95","1,105.95","1,092.80","1,095.50","1,099.00","1,099.75","1,100.81","1,156.65","877.35","1,523,466","1,677,051,002.45","69,752"
"12-May-2023","EQ","1,086.00","1,103.40","1,077.45","1,088.10","1,098.00","1,095.50","1,094.29","1,156.65","877.35","1,585,037","1,734,483,908.15","74,591"
"11-May-2023","EQ","1,082.15","1,092.60","1,080.05","1,078.30","1,085.35","1,088.10","1,087.76","1,156.65","877.35","2,653,108","2,885,933,373.30","106,379"
"10-May-2023","EQ","1,084.15","1,088.80","1,072.10","1,079.00","1,079.00","1,078.30","1,078.23","1,156.65","877.35","2,091,411","2,255,015,815.65","64,334"
"09-May-2023","EQ","1,071.00","1,082.60","1,066.05","1,075.75","1,080.00","1,079.00","1,076.88","1,156.65","877.35","2,981,949","3,211,215,169.85","65,999"
"08-May-2023","EQ","1,058.00","1,077.50","1,055.00","1,055.55","1,075.00","1,075.75","1,069.79","1,156.65","877.35","1,389,075","1,486,013,592.85","57,546"
"05-May-2023","EQ","1,066.80","1,069.95","1,052.10","1,066.80","1,054.70","1,055.55","1,057.98","1,156.65","877.35","1,641,673","1,736,851,871.00","62,772"
"04-May-2023","EQ","1,056.05","1,067.95","1,048.30","1,058.95","1,065.55","1,066.80","1,057.62","1,156.65","877.35","1,403,672","1,484,555,564.30","44,132"
"03-May-2023","EQ","1,062.00","1,064.00","1,055.00","1,067.55","1,059.00","1,058.95","1,058.91","1,156.65","877.35","1,649,820","1,747,015,012.85","69,457"
"02-May-2023","EQ","1,064.10","1,074.80","1,064.00","1,064.10","1,069.00","1,067.55","1,068.55","1,156.65","877.35","1,905,168","2,035,771,158.60","65,543"
"28-Apr-2023","EQ","1,059.95","1,068.75","1,053.75","1,071.25","1,063.00","1,064.10","1,062.22","1,156.65","877.35","2,629,188","2,792,764,742.40","72,550"
"27-Apr-2023","EQ","1,065.55","1,075.00","1,061.00","1,065.55","1,072.00","1,071.25","1,068.69","1,156.65","877.35","1,654,910","1,768,581,761.90","55,958"
"26-Apr-2023","EQ","1,055.00","1,067.00","1,048.00","1,053.45","1,065.05","1,065.55","1,061.49","1,156.65","877.35","1,647,101","1,748,383,034.70","47,551"
"25-Apr-2023","EQ","1,050.45","1,058.80","1,044.40","1,054.05","1,054.60","1,053.45","1,053.49","1,156.65","877.35","1,237,595","1,303,796,456.65","46,491"
"24-Apr-2023","EQ","1,057.00","1,058.90","1,046.00","1,048.95","1,054.00","1,054.05","1,053.32","1,156.65","877.35","2,033,625","2,142,052,974.65","63,509"
"21-Apr-2023","EQ","1,054.00","1,074.00","1,037.75","1,037.50","1,048.20","1,048.95","1,050.19","1,156.65","877.35","7,708,194","8,095,034,951.85","190,714"
"20-Apr-2023","EQ","1,040.00","1,047.20","1,031.85","1,038.70","1,037.00","1,037.50","1,040.20","1,156.65","877.35","3,057,560","3,180,483,133.70","79,672"
"19-Apr-2023","EQ","1,073.95","1,073.95","1,036.45","1,063.85","1,037.50","1,038.70","1,044.63","1,156.65","877.35","4,322,881","4,515,820,685.35","133,955"
"18-Apr-2023","EQ","1,049.55","1,066.40","1,045.20","1,042.20","1,065.85","1,063.85","1,057.71","1,156.65","877.35","3,686,404","3,899,141,032.95","138,362"
"17-Apr-2023","EQ","1,055.00","1,055.00","1,016.25","1,071.85","1,042.30","1,042.20","1,033.90","1,156.65","877.35","9,509,446","9,831,776,989.95","264,451"
"13-Apr-2023","EQ","1,089.00","1,089.00","1,063.00","1,094.50","1,072.50","1,071.85","1,071.86","1,164.00","877.35","3,071,057","3,291,754,263.75","110,142"
"12-Apr-2023","EQ","1,092.00","1,097.45","1,080.10","1,087.00","1,095.00","1,094.50","1,089.49","1,164.00","877.35","2,715,967","2,959,011,929.70","73,968"
"11-Apr-2023","EQ","1,104.00","1,109.90","1,085.00","1,103.10","1,087.30","1,087.00","1,091.82","1,164.00","877.35","2,318,905","2,531,835,012.75","69,449"
"10-Apr-2023","EQ","1,091.85","1,105.00","1,091.50","1,091.85","1,101.70","1,103.10","1,100.74","1,164.00","877.35","711,625","783,315,057.80","33,361"
"06-Apr-2023","EQ","1,109.05","1,109.05","1,085.45","1,111.20","1,093.05","1,091.85","1,095.65","1,203.00","877.35","2,378,264","2,605,745,056.80","77,690"
"05-Apr-2023","EQ","1,085.35","1,113.00","1,066.15","1,098.15","1,108.05","1,111.20","1,101.70","1,203.00","877.35","3,342,291","3,682,197,795.10","62,971"
"03-Apr-2023","EQ","1,089.95","1,099.25","1,088.00","1,085.25","1,098.40","1,098.15","1,094.12","1,203.00","877.35","1,540,702","1,685,713,240.70","66,045"
"31-Mar-2023","EQ","1,083.40","1,096.90","1,069.40","1,067.50","1,085.45","1,085.25","1,087.13","1,203.00","877.35","3,131,614","3,404,479,874.60","82,359"
"29-Mar-2023","EQ","1,046.00","1,070.00","1,042.10","1,041.10","1,069.35","1,067.50","1,057.22","1,203.00","877.35","2,478,745","2,620,566,395.80","100,674"
"28-Mar-2023","EQ","1,056.80","1,063.80","1,039.35","1,051.50","1,042.00","1,041.10","1,049.94","1,203.00","877.35","2,965,015","3,113,093,992.40","84,117"
"27-Mar-2023","EQ","1,053.30","1,065.50","1,044.80","1,051.75","1,052.85","1,051.50","1,056.52","1,203.00","877.35","1,459,887","1,542,401,342.35","63,945"
"24-Mar-2023","EQ","1,073.00","1,090.00","1,047.05","1,065.90","1,050.00","1,051.75","1,060.03","1,209.90","877.35","2,688,253","2,849,623,447.90","136,946"
"23-Mar-2023","EQ","1,077.00","1,080.40","1,061.00","1,081.45","1,065.25","1,065.90","1,067.83","1,209.90","877.35","2,178,855","2,326,655,095.25","80,340"
"22-Mar-2023","EQ","1,091.95","1,105.75","1,079.05","1,083.90","1,082.00","1,081.45","1,087.88","1,209.90","877.35","1,382,329","1,503,810,823.45","53,984"
"21-Mar-2023","EQ","1,099.00","1,102.40","1,077.10","1,090.85","1,085.00","1,083.90","1,083.16","1,209.90","877.35","2,421,127","2,622,476,614.85","103,171"
"20-Mar-2023","EQ","1,105.00","1,108.30","1,086.25","1,108.45","1,094.00","1,090.85","1,091.87","1,209.90","877.35","2,066,169","2,255,992,930.25","89,776"
"17-Mar-2023","EQ","1,088.20","1,117.10","1,084.05","1,072.40","1,111.90","1,108.45","1,105.26","1,215.00","877.35","5,350,523","5,913,729,156.85","134,500"
