day_cnt,Close Price
1034,287.95
1035,292.05
1037,291.9
1039,296.4
1040,298.8
1041,295.95
1042,291.3
1045,289.25
1046,284.7
1047,285.1
1048,274.45
1052,270.75
1053,267.55
1054,272.5
1055,269.2
1056,267.85
1059,269.85
1060,263.05
1061,265.65
1062,269.9
1063,271.95
1066,273.95
1067,270.4
1068,271.8
1069,279.95
1070,289.55
1073,290.6
1074,285.85
1075,288.9
1076,281
1077,283.1
1080,286.85
1081,278.45
1082,283.05
1083,281
1084,284.4
1087,283.6
1088,283.2
1090,282.1
1091,283.1
1094,289.75
1095,290.25
1095,290
1096,292.2
1097,283.15
1098,277.6
1101,276.3
1102,275.35
1103,288.8
1104,295.65
1105,288.95
1108,290.25
1109,288.9
1110,295.2
1111,302.65
1112,272
1115,269.45
1116,263
1117,261.8
1118,259.1
1119,257.9
1122,249
1123,249.15
1124,250.7
1125,246.15
1126,247.45
1129,245.75
1130,249.3
1131,255.2
1132,267.3
1133,269.6
1136,270
1137,270
1138,269.9
1139,260.4
1140,260.8
1143,256.25
1144,255.1
1145,254.8
1146,251.05
1147,251.25
1150,252
1151,246.15
1152,244
1154,244
1157,244.35
1158,247.15
1159,251.55
1160,257.1
1161,264.8
1164,258.8
1165,255.75
1166,260.5
1167,265.1
1168,264.25
1172,270.7
1173,263.15
1174,260.45
1175,263.05
1176,263.55
1178,269.95
1179,274.5
1180,280.75
1181,280
1182,286.35
1185,288.75
1186,290.5
1187,286.9
1188,280.5
1189,281.7
1192,284
1194,288.15
1195,292.15
1196,293.05
1200,292.8
1201,289.7
1202,290.9
1206,296.1
1207,299
1208,302.25
1210,299.95
1213,295.7
1214,296.7
1215,291.85
1217,295.3
1220,296.45
1221,296.45
1222,295.4
1223,293.75
1224,308.65
1227,331.05
1228,332.05
1229,343.3
1230,340.35
1231,345.4
1234,388.95
1235,366.5
1236,370.9
1237,389.9
1238,397.9
1241,401.05
1242,393.05
1243,380.4
1244,373.55
1245,370.9
1248,373.35
1249,393.4
1250,390.35
1251,391.95
1252,390.65
1255,413.2
1256,420.4
1257,404.3
1258,394.9
1259,389.35
1262,389.35
1263,400.45
1264,394.1
1265,385.15
1266,386.35
1269,387.9
1270,391.5
1271,397.85
1272,388.3
1273,380.85
1276,384.95
1277,384.45
1278,393.55
1279,396.1
1280,394.15
1283,396.75
1284,377.4
1285,365.7
1286,369.9
1287,362.7
1290,358.25
1291,364.45
1292,365.3
1293,376.7
1294,375.6
1297,378.45
1298,387.55
1299,384.8
1300,385.25
1301,377
1304,364.35
1306,367.3
1307,367.7
