day_cnt,Close Price
3835,147.65
3838,149.9
3839,147.5
3840,147.55
3841,146.25
3842,146.7
3845,146.4
3846,148.1
3847,148.15
3848,146.7
3849,145.55
3852,144.45
3853,142.9
3855,144.7
3856,144.1
3859,144
3860,142.45
3861,144.05
3862,142.15
3863,143.3
3866,143.9
3867,144.25
3868,144.7
3869,145.45
3870,146.1
3873,143.25
3874,142.2
3875,143.95
3876,144.4
3877,143.75
3880,142
3881,139.25
3882,138.35
3884,135.6
3887,133.95
3888,136.2
3889,138.85
3890,137.3
3891,138.55
3894,143.6
3895,145.85
3896,144.2
3897,141.6
3898,146.35
3901,146.35
3902,147.2
3903,149.15
3904,148.65
3908,154.6
3909,154.7
3910,161.05
3911,162.3
3912,156.7
3915,154.2
3916,156.4
3917,162.1
3918,167.35
3919,166.1
3922,167.05
3923,174.55
3924,185.7
3925,185.1
3926,188.7
3929,188.7
3929,189.95
3930,197.95
3931,192.85
3932,190.7
3933,188.45
3936,196.85
3937,193.3
3938,190.05
3939,183.8
3943,185.3
3944,184.5
3945,180.5
3946,182.4
3947,175.9
3950,174.1
3951,175.05
3952,173.6
3953,166.55
3954,164.45
3957,170.75
3958,169.2
3959,169.75
3960,170.7
3964,171.7
3965,170.5
3966,166.7
3967,167
3968,166.95
3971,159.75
3972,159.05
3973,156.1
3974,153.4
3978,150.55
3979,156.2
3980,159.1
3981,158.55
3982,155.9
3985,154.25
3986,152
3987,155.55
3988,159.3
3989,159.75
3992,148.55
3993,150.65
3994,150.9
3995,152.65
3996,151.3
3999,149
4000,148.9
4001,148.1
4002,149.75
4003,146.45
4006,140.7
4007,144.65
4008,145.35
4009,147.7
4010,145.9
4013,146.05
4014,148.85
4015,146.75
4016,146.2
4017,146.05
4020,155.3
4021,153
4022,153.7
4023,154.65
4024,156.95
4027,160.7
4028,158.55
4029,159.35
4030,164.75
4031,164.75
4034,163.7
4035,160.8
4036,163.9
4037,165.05
4038,158.75
4041,156.3
4042,161.15
4044,160.55
4045,161.65
4048,159.8
4049,163.05
4050,163.85
4051,161.3
4052,160.4
4055,160.95
4056,159.95
4057,168.6
4058,168.05
4059,166.5
4062,161.65
4063,163.65
4064,163.85
