Date,Open,High,Low,Close,Adj Close,Volume
2021-06-01,7107.5498046875,7143.0,7047.0498046875,7091.14990234375,7000.13623046875,642841
2021-06-02,7063.4501953125,7197.7001953125,7063.4501953125,7184.7001953125,7092.4853515625,598862
2021-06-03,7200.0,7230.0,7165.0498046875,7209.5,7116.966796875,401590
2021-06-04,7200.0,7272.0,7151.10009765625,7214.7001953125,7122.10009765625,575591
2021-06-07,7221.0,7328.85009765625,7211.10009765625,7275.64990234375,7182.26806640625,520482
2021-06-08,7317.5,7366.4501953125,7295.2001953125,7336.75,7242.58349609375,538816
2021-06-09,7310.2001953125,7339.2001953125,7200.0,7239.0,7146.08837890625,443778
2021-06-10,7258.0,7279.4501953125,7174.0498046875,7199.89990234375,7107.48974609375,278027
2021-06-11,7244.0,7244.0,7186.39990234375,7223.7998046875,7131.0830078125,253689
2021-06-14,7195.0,7212.9501953125,7095.0498046875,7177.85009765625,7085.72314453125,322353
2021-06-15,7181.14990234375,7228.85009765625,7156.2998046875,7166.25,7074.27197265625,207625
2021-06-16,7166.0,7193.75,7070.0,7114.25,7022.939453125,283007
2021-06-17,7060.0,7099.10009765625,6931.10009765625,6969.35009765625,6879.8994140625,595255
2021-06-18,6989.85009765625,6989.85009765625,6821.0,6959.35009765625,6870.02783203125,797389
2021-06-21,6870.0,6925.0,6842.0,6899.89990234375,6811.34033203125,443795
2021-06-22,6940.0,7299.9501953125,6930.0,7265.39990234375,7172.1494140625,1757310
2021-06-23,7266.10009765625,7479.0,7240.0498046875,7432.7001953125,7337.30224609375,2227399
2021-06-24,7448.7998046875,7550.0,7410.10009765625,7527.4501953125,7430.83642578125,1041762
2021-06-25,7540.0,7665.0,7540.0,7649.0,7550.82568359375,1216123
2021-06-28,7698.0,7698.0,7571.39990234375,7596.25,7498.7529296875,433364
2021-06-29,7596.0,7601.0,7452.5498046875,7487.5,7391.39892578125,480219
2021-06-30,7505.5,7646.60009765625,7492.60009765625,7515.89990234375,7419.43408203125,729267
2021-07-01,7500.0,7605.0,7495.0498046875,7584.39990234375,7487.05517578125,584331
2021-07-02,7625.0,7634.5,7546.5498046875,7573.85009765625,7476.64013671875,434905
2021-07-05,7596.2998046875,7690.0,7583.0,7599.4501953125,7501.912109375,484183
2021-07-06,7600.0,7657.9501953125,7487.4501953125,7514.9501953125,7418.49658203125,425103
2021-07-07,7528.0,7581.0,7433.64990234375,7449.39990234375,7353.78759765625,395336
2021-07-08,7455.0,7498.0,7385.0,7401.2001953125,7306.20654296875,391940
2021-07-09,7381.0,7447.89990234375,7343.39990234375,7425.7001953125,7330.39208984375,400686
2021-07-12,7500.0,7589.7998046875,7451.0498046875,7470.10009765625,7374.22216796875,496478
2021-07-13,7520.0,7529.2001953125,7404.0,7430.35009765625,7334.98193359375,350032
2021-07-14,7436.0,7449.0,7310.0,7326.75,7232.7119140625,460178
2021-07-15,7357.0,7358.0,7268.0,7307.0,7213.21533203125,430055
2021-07-16,7333.0,7333.0,7272.7998046875,7303.5498046875,7209.8095703125,281552
2021-07-19,7251.7001953125,7297.0,7151.10009765625,7165.5498046875,7073.58056640625,386598
2021-07-20,7180.0,7265.0,7144.4501953125,7232.7001953125,7139.869140625,413816
2021-07-22,7302.0,7325.0,7246.2998046875,7299.5498046875,7205.861328125,439934
2021-07-23,7300.0,7375.0,7277.0,7293.85009765625,7200.23388671875,436330
2021-07-26,7307.0,7360.0,7180.0,7235.7998046875,7142.92919921875,431758
2021-07-27,7241.2998046875,7320.0,7160.85009765625,7240.25,7147.322265625,417171
2021-07-28,7280.0,7312.0,7063.0,7165.0498046875,7073.08740234375,739427
2021-07-29,7130.0,7130.0,6936.0,6993.5,6903.7392578125,1519226
2021-07-30,7000.0,7095.0,6964.89990234375,6977.7001953125,6888.142578125,715546
2021-08-02,7100.0,7107.4501953125,7031.0,7076.9501953125,6986.11865234375,433760
2021-08-03,7124.9501953125,7221.0,7086.10009765625,7199.39990234375,7106.99658203125,470570
2021-08-04,7220.0,7248.60009765625,7003.5,7102.89990234375,7011.73486328125,484122
2021-08-05,7072.0,7079.9501953125,7006.0,7027.5498046875,6981.58349609375,495133
2021-08-06,7054.7998046875,7168.5,7042.5498046875,7100.7998046875,7054.35400390625,517575
2021-08-09,7135.0,7165.0,7038.0,7081.75,7035.42919921875,264983
2021-08-10,7045.2001953125,7104.89990234375,6995.0,7001.9501953125,6956.1513671875,356726
2021-08-11,7002.0,7095.0,6925.14990234375,7021.5,6975.5732421875,414311
2021-08-12,7022.0,7084.7998046875,6985.0,7012.0,6966.13525390625,330283
2021-08-13,7030.0,7049.89990234375,6973.85009765625,7002.2001953125,6956.3994140625,431784
2021-08-16,6982.5,7018.0,6810.0,6826.85009765625,6782.1962890625,750966
2021-08-17,6800.0,6943.0,6746.39990234375,6885.39990234375,6840.36328125,752517
2021-08-18,6943.75,6943.75,6820.0,6840.10009765625,6795.35986328125,434144
2021-08-20,6815.0,6914.64990234375,6780.0,6850.89990234375,6806.0888671875,657982
2021-08-23,6905.0,6918.0,6801.0,6825.89990234375,6781.25244140625,537302
2021-08-24,6789.5,6852.0,6740.60009765625,6803.2001953125,6758.701171875,646993
2021-08-25,6838.0,6838.0,6700.0,6711.4501953125,6667.55126953125,722194
2021-08-26,6700.0,6701.35009765625,6591.0,6608.60009765625,6565.3740234375,1199429
2021-08-27,6629.75,6694.60009765625,6600.0,6624.85009765625,6581.517578125,1428388
2021-08-30,6690.0,6810.0,6653.85009765625,6796.89990234375,6752.44189453125,819447
2021-08-31,6820.0,6872.0,6763.5498046875,6846.10009765625,6801.3203125,938326
2021-09-01,6799.9501953125,6820.0,6702.35009765625,6784.89990234375,6740.5205078125,1108476
2021-09-02,6852.7001953125,6858.9501953125,6708.2001953125,6792.89990234375,6748.46826171875,741052
2021-09-03,6770.0,6958.0,6751.60009765625,6863.10009765625,6818.20947265625,1196077
2021-09-06,6925.0,6954.0,6838.0,6846.89990234375,6802.115234375,897444
2021-09-07,6879.89990234375,6929.89990234375,6853.7001953125,6877.14990234375,6832.1669921875,743783
2021-09-08,6852.10009765625,6858.35009765625,6756.0,6781.25,6736.89453125,847767
2021-09-09,6750.0,6818.4501953125,6740.0,6802.25,6757.75732421875,515702
2021-09-13,6835.5,6895.4501953125,6813.2998046875,6873.7001953125,6828.740234375,508397
2021-09-14,6910.0,6955.0,6851.10009765625,6894.4501953125,6849.3544921875,817280
2021-09-15,6938.0,6938.0,6880.0,6909.0,6863.80908203125,310138
2021-09-16,6913.2998046875,6949.0,6870.0,6930.9501953125,6885.61572265625,556648
2021-09-17,6955.0,7064.75,6950.0,7014.4501953125,6968.5693359375,980793
2021-09-20,6979.89990234375,7015.4501953125,6906.2001953125,6950.39990234375,6904.93798828125,550405
2021-09-21,6912.5,6939.7001953125,6741.0,6777.0,6732.67236328125,1085249
2021-09-22,6820.0,6846.0,6785.0,6831.0,6786.3193359375,548623
2021-09-23,6868.0,6879.89990234375,6821.0,6846.7001953125,6801.91650390625,432740
2021-09-24,6850.0,7037.7998046875,6848.0,6952.25,6906.77587890625,1649962
2021-09-27,6974.0,7448.0,6974.0,7403.4501953125,7355.02490234375,2646138
2021-09-28,7448.0,7521.5498046875,7333.5,7423.85009765625,7375.29150390625,1346961
2021-09-29,7390.5,7465.0,7291.0,7384.0498046875,7335.75146484375,643556
2021-09-30,7384.75,7408.0498046875,7301.0498046875,7338.0498046875,7290.05224609375,625717
2021-10-01,7220.0,7220.0,7090.0,7162.2998046875,7115.4521484375,901588
2021-10-04,7180.0,7214.9501953125,7131.7998046875,7170.2998046875,7123.3994140625,466994
2021-10-05,7164.7998046875,7300.0,7155.64990234375,7258.25,7210.7744140625,546004
2021-10-06,7270.89990234375,7281.5,7164.25,7199.25,7152.16064453125,726695
2021-10-07,7234.9501953125,7555.0,7225.25,7492.5,7443.4921875,1646727
2021-10-08,7548.7001953125,7571.9501953125,7401.14990234375,7430.0,7381.4013671875,630622
2021-10-11,7420.2001953125,7814.7998046875,7419.7998046875,7700.7998046875,7650.4296875,1069536
2021-10-12,7687.89990234375,7750.0,7630.0498046875,7693.7998046875,7643.4755859375,406814
2021-10-13,7740.0,7749.9501953125,7436.5498046875,7482.14990234375,7433.2099609375,1084436
2021-10-14,7540.0,7560.0,7445.0,7496.89990234375,7447.86328125,831546
2021-10-18,7405.0,7705.2998046875,7405.0,7657.0,7606.91650390625,913963
2021-10-19,7670.2001953125,7768.60009765625,7585.0,7655.64990234375,7605.5751953125,658869
2021-10-20,7615.0,7667.35009765625,7515.0,7590.75,7541.099609375,488082
2021-10-21,7650.0,7650.0,7485.0,7575.25,7525.701171875,563128
2021-10-22,7600.0,7625.0,7386.5498046875,7408.89990234375,7360.43896484375,224520
2021-10-25,7355.0,7396.0498046875,7219.64990234375,7260.60009765625,7213.109375,248058
2021-10-26,7265.0,7337.9501953125,7210.2001953125,7297.35009765625,7249.619140625,292203
2021-10-27,7285.0,7461.25,7244.0,7356.25,7308.13330078125,1218064
2021-10-28,7250.0,7529.7001953125,7235.0498046875,7369.7001953125,7321.49560546875,961511
2021-10-29,7350.0,7550.0,7294.85009765625,7482.39990234375,7433.45849609375,819875
2021-11-01,7401.0,7666.0,7401.0,7615.5498046875,7565.7373046875,1005690
2021-11-02,7647.9501953125,7910.0,7630.7998046875,7791.75,7740.78515625,1302733
2021-11-03,7791.75,7842.25,7711.60009765625,7734.25,7683.6611328125,656492
2021-11-04,7774.7001953125,7819.9501953125,7735.5,7747.39990234375,7696.72509765625,53365
2021-11-08,7759.9501953125,7882.60009765625,7672.0,7684.60009765625,7634.3359375,428433
2021-11-09,7709.0,7764.5,7538.7001953125,7577.5498046875,7527.98583984375,632879
2021-11-10,7570.0,7580.0,7460.0,7511.64990234375,7462.51708984375,562432
2021-11-11,7512.0,7567.5,7442.0,7453.4501953125,7404.69775390625,486991
2021-11-12,7530.0,7544.0,7442.0,7479.85009765625,7430.92529296875,349666
2021-11-15,7452.0,7579.85009765625,7452.0,7503.10009765625,7454.02294921875,314414
2021-11-16,7545.0,8128.75,7535.0498046875,8050.35009765625,7997.69384765625,2619355
2021-11-17,8035.0,8350.0,8015.0498046875,8274.75,8220.6259765625,2377268
2021-11-18,8234.0,8368.0,8001.10009765625,8117.14990234375,8064.056640625,1337493
2021-11-22,8158.0,8187.85009765625,7806.5498046875,7864.39990234375,7812.95947265625,672298
