Date,Open,High,Low,Close,Adj Close,Volume
2021-06-01,1465.949951171875,1492.5,1463.0,1474.6500244140625,1439.70849609375,2077742
2021-06-02,1468.300048828125,1474.5999755859375,1455.050048828125,1471.050048828125,1436.19384765625,2469417
2021-06-03,1480.0999755859375,1515.0,1473.199951171875,1510.8499755859375,1475.0506591796875,3025466
2021-06-04,1518.949951171875,1547.25,1516.9000244140625,1537.550048828125,1501.1180419921875,5677538
2021-06-07,1545.449951171875,1569.5,1540.75,1557.800048828125,1520.8883056640625,3131245
2021-06-08,1561.0,1583.0,1546.050048828125,1549.1500244140625,1512.4432373046875,3945382
2021-06-09,1550.0,1555.0,1513.300048828125,1519.300048828125,1483.300537109375,3025732
2021-06-10,1525.0,1534.0,1515.0,1519.699951171875,1483.69091796875,1584311
2021-06-11,1521.0,1527.1500244140625,1498.6500244140625,1503.449951171875,1467.8260498046875,1909384
2021-06-14,1503.449951171875,1519.5,1478.0,1515.75,1479.8345947265625,2005404
2021-06-15,1520.0,1523.699951171875,1505.8499755859375,1510.800048828125,1475.001953125,1831871
2021-06-16,1505.8499755859375,1516.0,1488.0,1490.9000244140625,1455.5733642578125,1504791
2021-06-17,1481.0,1499.8499755859375,1480.25,1487.550048828125,1452.302734375,1675778
2021-06-18,1487.550048828125,1490.949951171875,1460.0999755859375,1476.0,1441.0264892578125,4649835
2021-06-21,1460.0,1469.4000244140625,1447.25,1467.050048828125,1432.28857421875,1970012
2021-06-22,1470.0999755859375,1504.800048828125,1469.550048828125,1499.199951171875,1463.6767578125,3862264
2021-06-23,1505.0,1507.0,1476.0999755859375,1479.25,1444.199462890625,1818874
2021-06-24,1490.0,1513.199951171875,1482.0,1504.050048828125,1468.411865234375,2762042
2021-06-25,1510.5,1529.300048828125,1507.5,1523.8499755859375,1487.74267578125,2099002
2021-06-28,1526.0,1527.949951171875,1510.3499755859375,1514.449951171875,1478.5653076171875,1173658
2021-06-29,1513.0,1529.800048828125,1503.9000244140625,1510.9000244140625,1475.099609375,2174022
2021-06-30,1516.0,1523.4000244140625,1495.5,1500.550048828125,1464.994873046875,2139362
2021-07-01,1497.0999755859375,1503.0,1480.1500244140625,1492.300048828125,1456.940185546875,2060651
2021-07-02,1500.0,1500.6500244140625,1475.5,1485.6500244140625,1450.44775390625,1814564
2021-07-05,1490.0,1514.0,1488.0,1507.949951171875,1472.2193603515625,1605396
2021-07-06,1506.0,1519.0,1500.0,1505.5,1469.8275146484375,1072506
2021-07-07,1495.0,1519.699951171875,1495.0,1516.449951171875,1480.5179443359375,1096808
2021-07-08,1503.0,1524.0,1497.0,1500.699951171875,1465.14111328125,1456033
2021-07-09,1497.9000244140625,1502.8499755859375,1485.5,1499.5999755859375,1464.0672607421875,1248405
2021-07-12,1504.4000244140625,1516.0,1491.5999755859375,1500.75,1465.1900634765625,865284
2021-07-13,1515.0,1515.0,1501.3499755859375,1513.5999755859375,1477.7354736328125,995833
2021-07-14,1513.550048828125,1549.9000244140625,1508.0,1544.699951171875,1508.0986328125,4010254
2021-07-15,1550.0,1625.0,1549.949951171875,1609.3499755859375,1571.2166748046875,9066480
2021-07-16,1609.3499755859375,1622.800048828125,1595.0999755859375,1618.75,1580.39404296875,4157388
2021-07-19,1600.0,1639.4000244140625,1597.5999755859375,1609.5999755859375,1571.4609375,3027093
2021-07-20,1609.8499755859375,1622.6500244140625,1582.0,1590.3499755859375,1552.6668701171875,1847026
2021-07-22,1610.0,1647.1500244140625,1591.550048828125,1642.1500244140625,1603.2396240234375,3231269
2021-07-23,1644.0,1645.949951171875,1606.8499755859375,1611.75,1573.5599365234375,2259058
2021-07-26,1611.75,1627.300048828125,1592.800048828125,1597.5999755859375,1559.7451171875,2219416
2021-07-27,1610.1500244140625,1619.0,1584.25,1608.25,1570.142822265625,3984778
2021-07-28,1592.449951171875,1601.300048828125,1553.0,1594.199951171875,1574.0428466796875,4119892
2021-07-29,1594.0,1607.3499755859375,1586.0,1596.0,1575.820068359375,1672177
2021-07-30,1598.0,1624.9000244140625,1585.0,1601.449951171875,1581.201171875,2536568
2021-08-02,1606.300048828125,1618.0,1602.050048828125,1613.949951171875,1593.5430908203125,1083353
2021-08-03,1625.0,1638.699951171875,1610.300048828125,1634.3499755859375,1613.6851806640625,1777140
2021-08-04,1640.0,1644.300048828125,1613.5999755859375,1623.199951171875,1602.6761474609375,2067087
2021-08-05,1620.0,1632.8499755859375,1608.800048828125,1627.4000244140625,1606.8231201171875,1831728
2021-08-06,1627.0,1639.0,1608.300048828125,1610.3499755859375,1589.9886474609375,1192143
2021-08-09,1620.0,1624.0,1590.0,1597.449951171875,1577.251708984375,1223794
2021-08-10,1606.0,1609.9000244140625,1572.0,1588.449951171875,1568.365478515625,1429931
2021-08-11,1590.199951171875,1597.9000244140625,1562.75,1583.300048828125,1563.28076171875,1370930
2021-08-12,1590.0,1627.0,1582.0,1623.449951171875,1602.9229736328125,1645811
2021-08-13,1626.0,1676.800048828125,1625.0,1668.4000244140625,1647.3046875,5439442
2021-08-16,1674.0,1677.050048828125,1653.3499755859375,1656.0999755859375,1635.16015625,1794407
2021-08-17,1658.0,1665.0,1625.050048828125,1638.75,1618.029541015625,1838525
2021-08-18,1647.0,1661.0999755859375,1627.0999755859375,1632.8499755859375,1612.2041015625,1570228
2021-08-20,1618.9000244140625,1623.0,1590.0,1593.5999755859375,1573.450439453125,2416059
2021-08-23,1600.0999755859375,1619.0,1567.9000244140625,1580.75,1560.762939453125,1973841
2021-08-24,1590.0,1613.3499755859375,1582.800048828125,1605.800048828125,1585.4962158203125,1580003
2021-08-25,1614.949951171875,1626.0,1590.0,1593.800048828125,1573.64794921875,1795313
2021-08-26,1593.800048828125,1602.949951171875,1585.0,1595.75,1575.5732421875,2051262
