Date,Open,High,Low,Close,Adj Close,Volume
2021-06-01,1608.0,1612.0,1589.300048828125,1591.4000244140625,1581.994873046875,1111933
2021-06-02,1581.0,1596.75,1564.199951171875,1585.699951171875,1576.3284912109375,1859258
2021-06-03,1601.0,1702.300048828125,1588.550048828125,1691.199951171875,1681.2049560546875,7221910
2021-06-04,1713.800048828125,1713.800048828125,1665.5,1679.5,1669.57421875,2952017
2021-06-07,1685.8499755859375,1713.8499755859375,1676.0,1685.0999755859375,1675.1409912109375,1471576
2021-06-08,1686.0,1726.0,1674.199951171875,1712.5,1702.379150390625,1743285
2021-06-09,1714.949951171875,1739.9000244140625,1696.1500244140625,1730.75,1720.521240234375,2551140
2021-06-10,1741.4000244140625,1745.8499755859375,1722.199951171875,1738.6500244140625,1728.3746337890625,1850763
2021-06-11,1736.550048828125,1743.0,1724.550048828125,1728.449951171875,1718.2347412109375,761647
2021-06-14,1728.449951171875,1740.0,1713.0,1734.800048828125,1724.54736328125,887780
2021-06-15,1748.0,1748.949951171875,1719.5999755859375,1723.4000244140625,1713.2147216796875,868275
2021-06-16,1724.0,1729.0,1706.5,1714.949951171875,1704.8145751953125,1116772
2021-06-17,1706.0,1722.0,1701.4000244140625,1711.4000244140625,1701.28564453125,546515
2021-06-18,1700.0999755859375,1725.0,1686.0,1711.300048828125,1701.186279296875,2018319
2021-06-21,1699.0,1747.550048828125,1690.75,1742.8499755859375,1732.5496826171875,925811
2021-06-22,1750.0999755859375,1770.800048828125,1748.0,1757.0,1746.6160888671875,2083172
2021-06-23,1757.0,1786.0,1755.050048828125,1782.550048828125,1772.01513671875,1608518
2021-06-24,1785.0,1792.949951171875,1767.5999755859375,1780.8499755859375,1770.3251953125,1271298
2021-06-25,1785.0,1792.0,1742.0,1753.8499755859375,1743.4847412109375,1378327
2021-06-28,1768.5,1768.5,1719.75,1728.050048828125,1717.8372802734375,1339433
2021-06-29,1735.800048828125,1746.0,1721.25,1731.5999755859375,1721.3662109375,1236704
2021-06-30,1738.0,1755.3499755859375,1728.1500244140625,1732.5,1722.2608642578125,803926
2021-07-01,1729.0,1746.4000244140625,1725.75,1740.300048828125,1730.014892578125,567971
2021-07-02,1755.0,1767.8499755859375,1740.199951171875,1754.75,1744.37939453125,1259675
2021-07-05,1760.0,1762.9000244140625,1743.0,1749.9000244140625,1739.55810546875,632904
2021-07-06,1750.0,1774.0,1746.050048828125,1762.800048828125,1752.3818359375,960973
2021-07-07,1762.800048828125,1783.4000244140625,1718.0,1727.25,1717.0419921875,2188364
2021-07-08,1730.0,1746.0,1721.25,1726.3499755859375,1716.147216796875,1167637
2021-07-09,1724.0,1739.949951171875,1718.0,1720.5999755859375,1710.4312744140625,831213
2021-07-12,1730.0,1739.199951171875,1711.9000244140625,1719.8499755859375,1709.6856689453125,792602
2021-07-13,1730.0,1735.0,1717.449951171875,1724.25,1714.0596923828125,797913
2021-07-14,1726.0,1728.5999755859375,1705.0,1710.3499755859375,1700.2418212890625,891780
2021-07-15,1705.5,1716.75,1694.5,1701.550048828125,1691.493896484375,943422
2021-07-16,1706.9000244140625,1710.0,1688.6500244140625,1695.3499755859375,1685.3304443359375,907734
2021-07-19,1694.3499755859375,1709.25,1674.9000244140625,1680.3499755859375,1670.4190673828125,831260
2021-07-20,1680.3499755859375,1691.449951171875,1662.5,1671.4000244140625,1661.5220947265625,819793
2021-07-22,1695.0,1714.6500244140625,1682.199951171875,1701.75,1695.7508544921875,1146821
2021-07-23,1714.6500244140625,1725.949951171875,1697.0,1700.949951171875,1694.95361328125,1053239
2021-07-26,1700.9000244140625,1736.8499755859375,1700.0,1722.8499755859375,1716.7764892578125,1435514
