Date,Open,High,Low,Close,Adj Close,Volume
2021-06-01,52067.51171875,52228.6484375,51808.87890625,51934.87890625,51934.87890625,13400
2021-06-02,51749.1015625,51913.921875,51450.578125,51849.48046875,51849.48046875,13500
2021-06-03,52121.578125,52273.23046875,51942.19921875,52232.4296875,52232.4296875,15000
2021-06-04,52367.51953125,52389.01953125,51952.69921875,52100.05078125,52100.05078125,16700
2021-06-07,52231.37890625,52378.69140625,52054.76171875,52328.51171875,52328.51171875,19800
2021-06-08,52428.71875,52432.4296875,52135.0390625,52275.5703125,52275.5703125,12300
2021-06-09,52401.41015625,52446.921875,51717.0703125,51941.640625,51941.640625,15200
2021-06-10,52143.8984375,52346.3515625,51957.921875,52300.46875,52300.46875,8600
2021-06-11,52477.19140625,52641.53125,52388.94921875,52474.76171875,52474.76171875,8500
2021-06-14,52492.33984375,52590.921875,51936.30859375,52551.53125,52551.53125,9900
2021-06-15,52751.828125,52869.51171875,52671.2890625,52773.05078125,52773.05078125,16300
2021-06-16,52782.2109375,52816.30859375,52425.5703125,52501.98046875,52501.98046875,12900
2021-06-17,52122.25,52523.87890625,52040.51171875,52323.328125,52323.328125,8900
2021-06-18,52568.0703125,52586.41015625,51601.109375,52344.44921875,52344.44921875,11800
2021-06-21,51887.55078125,52629.1796875,51740.19140625,52574.4609375,52574.4609375,12500
2021-06-22,52885.0390625,53057.109375,52520.55078125,52588.7109375,52588.7109375,7700
2021-06-23,52912.3515625,52912.3515625,52264.12109375,52306.078125,52306.078125,13600
2021-06-24,52514.5703125,52830.6796875,52385.05078125,52699.0,52699.0,7900
2021-06-25,52877.16015625,52973.0703125,52614.48828125,52925.0390625,52925.0390625,10700
2021-06-28,53126.73046875,53126.73046875,52673.5,52735.58984375,52735.58984375,6200
2021-06-29,52795.76171875,52816.421875,52477.76953125,52549.66015625,52549.66015625,9200
2021-06-30,52651.08984375,52875.921875,52448.640625,52482.7109375,52482.7109375,9500
2021-07-01,52638.5,52638.5,52281.01171875,52318.6015625,52318.6015625,5800
2021-07-02,52434.55078125,52527.8984375,52177.6796875,52484.671875,52484.671875,6400
2021-07-05,52682.890625,52919.171875,52604.3515625,52880.0,52880.0,7600
2021-07-06,52874.8515625,53129.37109375,52804.1796875,52861.1796875,52861.1796875,7000
2021-07-07,52919.7109375,53105.41015625,52751.76171875,53054.76171875,53054.76171875,8000
2021-07-08,53065.69140625,53103.03125,52428.83984375,52568.94140625,52568.94140625,6400
2021-07-09,52508.23828125,52555.73046875,52228.01171875,52386.19140625,52386.19140625,6400
2021-07-12,52634.328125,52700.51171875,52208.9609375,52372.69140625,52372.69140625,24900
2021-07-13,52694.890625,52806.859375,52545.6796875,52769.73046875,52769.73046875,7900
2021-07-14,52801.44140625,52978.578125,52611.96875,52904.05078125,52904.05078125,9300
2021-07-15,52968.890625,53266.12109375,52948.4296875,53158.8515625,53158.8515625,8100
2021-07-16,53244.3984375,53290.80859375,52997.08984375,53140.05859375,53140.05859375,6700
2021-07-19,52606.98828125,52821.171875,52405.890625,52553.3984375,52553.3984375,23800
2021-07-20,52432.87890625,52465.03125,52013.51171875,52198.51171875,52198.51171875,8000
2021-07-22,52494.55859375,52867.26171875,52471.23046875,52837.2109375,52837.2109375,8300
2021-07-23,52967.87109375,53114.69921875,52653.76953125,52975.80078125,52975.80078125,12100
2021-07-26,52985.26171875,53103.421875,52783.62890625,52852.26953125,52852.26953125,20900
2021-07-27,52995.71875,53024.69921875,52433.1796875,52578.76171875,52578.76171875,6300
2021-07-28,52673.69140625,52673.69140625,51802.73046875,52443.7109375,52443.7109375,8000
2021-07-29,52693.53125,52777.1796875,52561.390625,52653.0703125,52653.0703125,8800
2021-07-30,52792.359375,52910.23046875,52533.91015625,52586.83984375,52586.83984375,9900
2021-08-02,52901.28125,52986.76953125,52804.078125,52950.62890625,52950.62890625,7900
2021-08-03,53125.96875,53887.98046875,53088.3515625,53823.359375,53823.359375,8100
2021-08-04,54071.21875,54465.91015625,54034.30859375,54369.76953125,54369.76953125,14600
2021-08-05,54576.640625,54717.23828125,54230.890625,54492.83984375,54492.83984375,15300
2021-08-06,54492.171875,54633.578125,54210.328125,54277.71875,54277.71875,7200
2021-08-09,54385.7109375,54584.73046875,54124.26953125,54402.8515625,54402.8515625,11500
2021-08-10,54461.30859375,54779.66015625,54308.76953125,54554.66015625,54554.66015625,8700
2021-08-11,54730.6484375,54758.73828125,54167.19921875,54525.9296875,54525.9296875,6500
2021-08-12,54641.21875,54874.1015625,54536.6484375,54843.98046875,54843.98046875,9300
2021-08-13,54911.94921875,55487.7890625,54905.48828125,55437.2890625,55437.2890625,14100
2021-08-16,55479.73828125,55680.75,55281.01953125,55582.578125,55582.578125,6000
2021-08-17,55565.640625,55854.87890625,55386.48828125,55792.26953125,55792.26953125,6800
2021-08-18,56073.30859375,56118.5703125,55514.890625,55629.48828125,55629.48828125,16100
2021-08-20,55159.12890625,55543.16015625,55013.98046875,55329.3203125,55329.3203125,6800
2021-08-23,55695.83984375,55781.171875,55240.2890625,55555.7890625,55555.7890625,7500
2021-08-24,55647.109375,56023.21875,55536.83984375,55958.98046875,55958.98046875,7600
2021-08-25,56067.05859375,56198.12890625,55899.9609375,55944.2109375,55944.2109375,5400
2021-08-26,55988.41015625,56112.390625,55854.0703125,55949.1015625,55949.1015625,8300
2021-08-27,55862.9296875,56188.23046875,55675.87109375,56124.71875,56124.71875,6000
2021-08-30,56329.25,56958.26953125,56309.859375,56889.76171875,56889.76171875,6600
2021-08-31,56995.1484375,57625.26171875,56859.1015625,57552.390625,57552.390625,11200
2021-09-01,57763.53125,57918.7109375,57263.8984375,57338.2109375,57338.2109375,7300
2021-09-02,57423.6484375,57892.37109375,57287.7890625,57852.5390625,57852.5390625,5100
2021-09-03,57983.44921875,58194.7890625,57764.0703125,58129.94921875,58129.94921875,6100
2021-09-06,58411.62109375,58515.8515625,58200.2890625,58296.91015625,58296.91015625,5600
2021-09-07,58418.69140625,58553.0703125,58005.0703125,58279.48046875,58279.48046875,7400
2021-09-08,58350.55859375,58372.94140625,57924.48046875,58250.26171875,58250.26171875,5300
2021-09-09,58172.98046875,58334.58984375,58084.98828125,58305.0703125,58305.0703125,5300
2021-09-13,58262.109375,58314.640625,57944.62890625,58177.76171875,58177.76171875,5600
2021-09-14,58482.62109375,58482.62109375,58214.2890625,58247.08984375,58247.08984375,6700
2021-09-15,58354.109375,58777.05859375,58272.8203125,58723.19921875,58723.19921875,9600
2021-09-16,58881.0390625,59204.2890625,58700.5,59141.16015625,59141.16015625,24700
2021-09-17,59409.98046875,59737.3203125,58871.73046875,59015.890625,59015.890625,13100
2021-09-20,58634.69140625,59202.55859375,58389.69140625,58490.9296875,58490.9296875,17400
2021-09-21,58630.05859375,59084.51171875,58232.5390625,59005.26953125,59005.26953125,9500
2021-09-22,59166.1484375,59178.44140625,58878.37890625,58927.328125,58927.328125,19200
2021-09-23,59358.1796875,59957.25,59243.1484375,59885.359375,59885.359375,44600
2021-09-24,60158.76171875,60333.0,59946.55078125,60048.46875,60048.46875,10900
2021-09-27,60303.7890625,60412.3203125,59887.19140625,60077.87890625,60077.87890625,6200
2021-09-28,60285.890625,60288.44140625,59045.53125,59667.6015625,59667.6015625,21100
2021-09-29,59296.5390625,59678.66015625,59111.41015625,59413.26953125,59413.26953125,16100
